Year,Original Order,Start Date & Time,Event Type,End Date & Time,Game ID,Title,Long Description,Maximum Players,Experience Required,Total Rounds,Location,GM Names,Prize,Cost $,Group,Also Runs,Short Description,Game System,Rules Edition,Minimum Players,Age Required,Materials Provided,Duration,Website,Email,Tournament?,Round Number,Minimum Play Time,Attendee Registration?,Room Name,Table Number,Special Category,Tickets Available,Last Modified,Rules Complexity
1980,82,1980,MINIATURES GAMES AND TOURNAMENTS,3:00pm Friday,199,Fantasy Miniatures,A battle using modified D&D rules,22,3,,L-213,Bill Wichgers & Chris Hill. Molinaro ,Gift Certificate (Grenadier Models).,,,,,,,,,,,,,,,,,,,,,,
1980,83,1980,MINIATURES GAMES AND TOURNAMENTS,"035 , 9:00am Friday. 036 Student Union L-104 Noon Friday. 037 Student Union L-104, 3:00pm Friday.Semi-finals, Student Unikon L-104, 9:00am Saturday.'Finals, Student Union, L-104, 9:00am Sunday","035, 036, 037, 038 ",G.E.V./Ogre Miniatures Tournament,"Metagaming’s popular Science Fiction game played in miniature. Four first round sessions, followed by the second round on Saturday morning, followed by the finals on Sunday",32,4,,Student Union L-104, Scott Prouty and James Annis,Gift Certificate (Zocchi Distributors/Gamescience).,,,,,,,,,,,,,,,,,,,,,,
1980,84,1980,MINIATURES GAMES AND TOURNAMENTS,"10:00am Saturday. 089 Com Arts L-132, 1:00pm Saturday. 090 Com Arts L-132, 4:00pm Saturday","088, 089, 090 ",Gunfights,Shoot it out with your friends at the OK Corral,16,3,,Com Arts L-132,John Bobek,Gift Certificates (Penn-Hurst Distributors).,,,,,,,,,,,,,,,,,,,,,,
1980,85,1980,MINIATURES GAMES AND TOURNAMENTS,1:00pm Friday & Saturday,233,Gunship 2000,A four round tournament based on- the game of the same name as players compete in pairs to accumulate overall points.,8,1,,Greenquist Concourse, Stan Johansen,Merchandise (Stan Johansen Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,86,1980,MINIATURES GAMES AND TOURNAMENTS,1:00pm Sunday,234,High Fantasy,A miniatures event using rues of the same name,10,2,,Greenquist D-l 17 corridor,Jeff Dillow & Joyce Dillow,Gift Certificate (Ta-Hr Miniatures),,,,,,,,,,,,,,,,,,,,,,
1980,87,1980,MINIATURES GAMES AND TOURNAMENTS,"4:00pm Thursday. 031 Molinaro L-217, 4:00pm Friday. 032 Molinaro L-217, 4:00pm Saturday. Finals 11pm Sunday","030, 031, 032 ",The Insurgent Citadel,"The Warriors, Sorcerers, & Strategists Guild presents this AD&D mini-tournament.",15,4,,Molinaro L-217,"Geoffery Shive, Harold Kahn, Ronald Clarke, Eric Teorro, & Richard Kahn",Gift Certificates (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,88,1980,MINIATURES GAMES AND TOURNAMENTS,9:00am Friday,18,Interplanar Marathon Melee,"Warriors from all over the Prime Material Plane defend their dimension against the creatures from Outside, as both groups track each other down through the Labyrinths of Limbo. A 1:1 AD&D miniatures battle for dedicated gamers with high constitutions only.",8,3,,Molinaro L-322,Lawrence Schick & Erol Otus,Gift Certificates (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,89,1980,MINIATURES GAMES AND TOURNAMENTS,10:00am Sunday,242,Kampgruppe Minatures,A 1/72 scale World War Two armor game.,10,1,,Greenquist Concourse ,Jeff Lowey,Gift Certificate (C in C Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,90,1980,MINIATURES GAMES AND TOURNAMENTS," 9:00am Friday. 072 Molinaro D-l 13, Noon Friday","071, 072 ",King of the Mountain,Two short demonstration games of Dimension Six’s new boardgame. ,10,2,,Molinaro D-113,Mark Simmons,Merchandise (Dimension Six).,,,,,,,,,,,,,,,,,,,,,,
1980,91,1980,MINIATURES GAMES AND TOURNAMENTS,9:00am Friday,28,Late Renaissance Miniatures,An Imperial German cavalry assault on a Polish- Muscovite encampment. In 15mm. ,12,2,, Molinaro L-318,"Ivor Janci, Scott Burke & Earl Kyle",Gift Certificate (Miniatures Figurines Ltd.).,,,,,,,,,,,,,,,,,,,,,,
1980,92,1980,MINIATURES GAMES AND TOURNAMENTS,2:00pm Thursday,160,Legions of the Petal Throne,The Tsolyani battle the Yan Koryani in this miniatures event,10,3,,Greenquist D-127,Dave Sutherland,Gift Certificate (Zocchi Distributors/Gamescience).,,,,,,,,,,,,,,,,,,,,,,
1980,93,1980,MINIATURES GAMES AND TOURNAMENTS,8:00pm Sunday,16,Legions of the Petal Throne #2,The Tsolyani battle the dreaded Ssu in this Miniatures event,10,3,,Greenquist D-127,Dave Sutherland,Gift Certificate (Zocchi Distributors/Gamescience).,,,,,,,,,,,,,,,,,,,,,,
1980,94,1980,MINIATURES GAMES AND TOURNAMENTS,11lam Thursday,117,Panzer Krieg,A l/32nd scale WW II armor game using Tractics rules,8,2,,Greenquist D-lll,Kirk Fansher,,,,,,,,,,,,,,,,,,,,,,,
1980,95,1980,MINIATURES GAMES AND TOURNAMENTS,5:00pm Thursday,111,Rape of the Dexter System,The dreaded Draumix have gathered together the dark forces of the galaxy and their scavenger mercenaries to invade the mineral-rich system of Dexter. Only the satellite station Marin and a small force of Confed ships stand between the pirates and their goal. Alien Space rules will be used. ,20,3,,Molinaro L-318,Harold Johnson & Jeff Ward,Gift Certificate (Zocchi Distributors/Gamescience).,,,,,,,,,,,,,,,,,,,,,,
1980,96,1980,MINIATURES GAMES AND TOURNAMENTS,9:00am Friday,21,Samurai Miniatures,A single session event in 25mm,6,3,,. Molinaro L-217,Dave Cook,Gift Certificate (Archive Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,97,1980,MINIATURES GAMES AND TOURNAMENTS,8:00pm Friday,124,1:72 Scale Fight in the Skies,FITS using 1:72 models (furnished) rather than counters. Basic plus optional rules will be used.,10,6,,Molinaro D-128,Don Snow,Gift Certificate (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,98,1980,MINIATURES GAMES AND TOURNAMENTS,10am Sunday,245,Shot & Spell,A game combining D&D and Tractics.,10,2,,Concourse,Kirk Fansher ,,,,,,,,,,,,,,,,,,,,,,,
1980,99,1980,MINIATURES GAMES AND TOURNAMENTS, 6:00pm Saturday,77,Star Fleet Batte Manual Demo,"The Heavy Cruiser Enterprise is not the only ship in the Federation’s fleet, nor does the Federation always win. A unique demonstration sponsored by Lou Zocchi’s Gamescience.",10,3,,Molinaro D-128,Paul Zwink,Gift Certificate (Gamescience).,,,,,,,,,,,,,,,,,,,,,,
1980,100,1980,MINIATURES GAMES AND TOURNAMENTS,9:00am Thursday,195,Star Guard,Futuristic infantry do battle in this miniatures event.,15,3,,Molinaro L-322,Mike Kapustanczek & David Haley,Gift Certificate (McEwan Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,101,1980,MINIATURES GAMES AND TOURNAMENTS,10:00am Thursday,154,Napoleonic Miniatures,A Napoleonic battle using the Empire miniatures rules.,10,6,,Student Union L-106,Richard Peterson Dale Lindholm & Mark Anderson,Gift Certificate (Miniature Figurines Ltd.).,,,,,,,,,,,,,,,,,,,,,,
1980,102,1980,MINIATURES GAMES AND TOURNAMENTS, 2:00pm Thursday,192,25mm Napoleonics #1,A large battle using Fast Game Rules.,16,4,,Molinaro L-322,Jim Harms & John Johnson,Gift Certificate (Miniature Figurines Ltd.).,,,,,,,,,,,,,,,,,,,,,,
1980,103,1980,MINIATURES GAMES AND TOURNAMENTS,3:00pm Friday,51,25mm Napoleonics #2,,8,4,,Student Union L-106,Fritz Buckholtz,Gift Certificate (Miniature Figurines Ltd.).,,,,,,,,,,,,,,,,,,,,,,
1980,104,1980,MINIATURES GAMES AND TOURNAMENTS,"
10:00am Thursday",9,War Cry Demonstration Game,An Ancients battle in 25mm.,8,4,,Molinaro L-213,Dave Petrowsky,Gift Certificate (Judges Guild).,,,,,,,,,,,,,,,,,,,,,,
1980,105,1980,MINIATURES GAMES AND TOURNAMENTS,Noon Thursday,19,World War II Naval Miniatures,This event uses Seapower rules and will last over 10 hours.,12,5,,Molinaro D-128,Dave Danner & Dave Budde,Gift Certificate (C in C Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,106,1980,MINIATURES GAMES AND TOURNAMENTS,9:00am Saturday,129,World War Two Naval Miniatures #2,A large naval battle using modified Sea- power rules.,20,4,,Molinaro D-128,"Jeff Smith, Wayne Goodman & Mike Hicks",Gift Certificates (C in C Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,107,1980,MINIATURES GAMES AND TOURNAMENTS,9:00am Sunday,20,World War I Naval Battle,"A computer will help moderate this 1/2400 scale naval battle involving WW I vintage Fast Battleships, Battle-cruisers & Cruiser squadrons.",14,3,,Molinaro D-128 ,Paul Schwab & Bill Hoyer,Gift Certificate (C in C Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,108,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Friday,8,Ace of Aces,"A new game from Gameshop, Ace of Aces features lots of fast action and can be played almost anywhere.",32,1,,Com Arts L-141,"Alfred Leonardi, Michael Vitale & Joseph Angiolillo",Trophy (Gameshop).,,,,,,,,,,,,,,,,,,,,,,
1980,109,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Thursday,177,Ancient Conquest,A two round tournament depicting conflict in the Biblical Near East.,16,5,,Molinaro D-113,Jason Gralewicz,Gift Certificate (The Armoury).,,,,,,,,,,,,,,,,,,,,,,
1980,110,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Sunday,94,Cosmic Encounter,Just what would happen if aliens from other worlds came face-to-face? Find out in this popular game by Eon Products.,36,4,,Molinaro D-115,William Peterson,Gift Crtificate (The Armoury). ,,,,,,,,,,,,,,,,,,,,,,
1980,111,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,7:30am Saturday,81,The Dawn Patrol,"The first game of the day, commemorating the times when the first mission of the day was called the Dawn Patrol. A Fight In The Skies event.",28,6,, MolinaroD-115,Jim Quinn & Jon Van Houten,Trophy (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,112,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Friday,110,Delta IV,Can you secure a mining treaty for your home planet and return alive? Delta IV is a yet-to-be-published boardgame written by the referee.,16,2,,Com Arts L-143,Jean Wells,Gift Certificate (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,113,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,11:00am Saturday,13,Divine Right Tournament,"Manuever Diplomats, armies and mercenaries as you vie for magic and the favor of the gods while campaigning for control of the land of Minaria.",36,5,,Molinaro D-l 15,Lawrence Schick & Erol Otus,Trophy (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,114,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,Noon Thursday,194,Divine Right Warmup,Here's an opportunity to get ready for Divine Right tournament on Sautrday. Want to learn the game or just polish up? Here’s your chance! ,36,2,,Molinaro D-l 11 ,Mike Carr & Dave Conant,,0,,,,,,,,,,,,,,,,,,,,,
1980,115,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Saturday,70,Direct Conflict in Dimension Six,Fight for the stars using all SIX Dimensions. Judged by the author,8,5,,Com Arts L-133,Mark Simmons,Merchandise (Dimension Six).,,,,,,,,,,,,,,,,,,,,,,
1980,116,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game, 6:00pm Thursday,24,Dune,"Avalon Hill’s popular multi-player board, based on the science fiction novel by Frank Herbert",36,5,, Molinaro D-111,Jim Selzer & Bill Peterson, Gift Certificate (Iron Crown Enterprises).,,,,,,,,,,,,,,,,,,,,,,
1980,117,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Saturday,14,"Dungeon!,",A huge three-round tournament using TSR’s tried and true multi-player boardgame. ,216,5,,Molinaro D-111,Paul Karczag & Tom Christiansen,Trophy & Gift Certificates (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,118,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,Noon Saturday,22,The Eight Hours of LeMans,This eight hour event recreates the world’s most grueling race. Experience what it’s like to have you and your car pushed to the limit. Played in teams of two. ,44,2,,Molinaro L-109 ,Ken Mrozak & Jeff Harris,Trophy & Gift Certificates (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,119,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,6:00pm Thursday,157,Feldfliegerab-Teilungen 1918,"A Fight in the Skies game featuring aerial observation, pursuit and fighter combat. Separate registration for observation crews and fighter pilots. ",24,3,,Greenquist D-111,Bill Sindelar & Dave Hagen, Gift Certificates (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,120,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,,76,Fight In The Skies,Relive the days of World War I and dogfight over the trenches.,16,5,,Molinaro D-l 13,Chris Weiser,Gift Certificate (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,121,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,,80,Fight In The Skies #2,More derring-do above the trenches of WWI.,14,5,,Molinaro D-124,Dave Jedlicka,Gift Certificate (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,122,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Sunday,235,Galactic Grenadiers,The official tournament of this new game by Ral Partha.,16,1,,Molinaro D-133,Mark Ruebens & Jay Hadley,Ral Partha Miniatures).,,,,,,,,,,,,,,,,,,,,,,
1980,123,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,1:00pm Saturday,75,Gunboat,A soon-to-be:released game by Yaquinto on river warfare in China. This is your chance to try your hand at Gunboat Diplomacy. Judged by the author.,154,,,Greenquist Concourse,Neil Zimmer,Gift Certificates (The Armoury).,,,,,,,,,,,,,,,,,,,,,,
1980,124,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Saturday,114,The Hammer of Thor,"Thor is a multi-player fantasy boardgame using the gods, giants, dwarfs, et al. from Norse mythology. Each player starts with one creature and attempts to build an army (and a reputation) before entering the final battle of Ragnarok.",25,2,,Com Arts L-141,"Joe Angiolillo, Alfred Leonardi & Michael Vitale",Trophy (Gameshop).,,,,,,,,,,,,,,,,,,,,,,
1980,125,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,1:00pm-Midnight Friday,125,Junta,This three round tournament will open at 1:00pm with a one hour demonstration and warmup. Then at 2:00 it’s no holds barred as the ruling families of a third-world country fight to pad their Swiss bank accounts.,48,2,,Molinaro Vending Area,Robert Jeffries & Kirk Jeffries,Gift Certificates (The Armoury). ,,,,,,,,,,,,,,,,,,,,,,
1980,126,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Friday. 072 Molinaro D-113. Noon Friday,"071, 072 ",King of the Mountain,Two short demonstration games of Dimension Six’s new multi-player fantasy boardgame. ,12,2,, Molinaro D-113,Mark Simmons,Gift Certificate (Dimension Six Inc.).,,,,,,,,,,,,,,,,,,,,,,
1980,127,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,3:00pm Saturday,92,Kingmaker,York or Lancaster—red rose or white—it’s not always clear in this multi-player boardgame by Avalon Hill.,16,6,,Molinaro L-130, Jon Huttel & Kurt Kukas,Gift Certificate (Iron Crown Enterprises).,,,,,,,,,,,,,,,,,,,,,,
1980,128,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Sunday,10,Knights of Camelot,Play TSR’s newest multi-player boardgame. Can you become a Knight of Camelot?,36,5,,Molinaro D-lll,Frank Mentzer,Trophy (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,129,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Sunday,93,Mah Jongg,This Chinese game is very ancient but by no means outdated.,16,3,,Molinaro D-131,Schar Neibling,Prize: Scroll (Darlene-Artist).,,,,,,,,,,,,,,,,,,,,,,
1980,130,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Friday,99,Monopoly,Emphasis on play to conclusion,60,5,,Concourse, Dan Matheson,Gift Certificate (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,131,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,Noon Saturday,222,Nuclear War,A lighthearted game where the winner is the last one still alive.,,,,Molinaro L-322, Rick Loomis,Trophy (Flying Buffalo).,,,,,,,,,,,,,,,,,,,,,,
1980,132,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am Friday,23,Rail Baron,"Can you build a profitable, coast-to-coast rail network before your opponents can?",25,5,,Molinaro D-lll,Dave Danner,Gift Certificate (Gameroom).,,,,,,,,,,,,,,,,,,,,,,
1980,133,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Thursday,96,Risk, A psuedo-military game from Parker Brothers. Conquer the world—at your own Risk!,36,5,,Molinaro D-115,Len Bland,Gift Certificate (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,134,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game, 9:00am Sunday,68,Titan War One,An unusual multi-player boardgame from Gorgonstar where monsters battle monsters. Judged by the authors.,36,1,,Molinaro D-113,"Jason McAllister, Tramp, Brian McAllister & Barry McAllister. ",,,,,,,,,,,,,,,,,,,,,,,
1980,135,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,6:00pm Friday,69,Titan War Prep,"Here’s a chance to learn how to play Titan before.Sunday and tell the Authors what you think of it, to boot. ",6,1,,Molinaro D-113,"Jason McAllister, Tramp, Brian McAllister & Barry McAllister. ",,,(Gorgonstar).,,,,,,,,,,,,,,,,,,,,
1980,136,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,9:00am-Closing every  day,"150, 151, 152, 153",War in Europe,"An open game of SPI’s WWII monster, running throughout the entire convention.",12,6,,Molnaro L-215,Arthur Witt,,,,,,,,,,,,,,,,,,,,,,,
1980,137,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game, 9:00am to Midnight every day,"119, 120, 121, 122 ",War in the Pacific,This monster game by SPI will run continuously throughout the convention.,12,5,,Molinaro L-215,Marc Hoff & Richard Helland,,,,,,,,,,,,,,,,,,,,,,,
1980,138,1980,MULTI-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,4:00pm Saturday,187,Watch out for the Tiger!,"A multi-player scenario of Patrol! by SPI. The players will control one side, the attackers, while the judge controls the defenders. Partial hidden move¬ment will be used. Players will have different objectives. Each player will have the role of a section Leader. ",5,4,,Greenquist D-101,"Paul Zieske, Ron Gilbert & Greg Arcisz",Gift Certificate (SPI).,,,,,,,,,,,,,,,,,,,,,,
1980,139,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Friday,101,The Avalon Hill Classics,The Classics never die!,32,5,,Molinaro D-115,Staff,,,,,,,,,,,,,,,,,,,,,,,
1980,140,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,6:30pm Friday,171,Bulge,A tournament featuring SPI’s Bulge game.,16,3,,Greenquist D-123,Dave Miller,Gift Certificate (SPI).,,,,,,,,,,,,,,,,,,,,,,
1980,141,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,Noon Thursday,236,Caverns Deep,A four round tournament of the new fantasy game by Ral Partha. ,16,1,,Com Arts L-137,Mark Rubens & Jay Hadley,Gift Certificate (Ral Partha Miniatures). ,,,,,,,,,,,,,,,,,,,,,,
1980,142,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,10:00am Sunday,78,The Creature That Ate Sheboygan,"Can your Helicopters, Police Units and Tanks attack before the Creature from the murky depths of Lake Michigan can level the city?",32,5,,Com Arts L-134,John Wolch,Gift Certificate (SPI).,,,,,,,,,,,,,,,,,,,,,,
1980,143,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,6:00pm Friday,103,4th Dimension,The official U.S. tournament of this game of pure strategy by TSR.,32,5,,Molinaro D-lll,Tom Wham,Trophy (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,144,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,6:00pm Saturday,172,Leningrad,A three round tournament using the SPI game of the same name. ,unlimited,3,,Molinaro L-213,Jeff Clarke,Gift Certificate (SPI).,,,,,,,,,,,,,,,,,,,,,,
1980,145,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,1:00pm Sunday,182,Melee-Athon,"A one-on-one Melee tournament; the winner of each bout advances to the next opponent, the sole survivor wins the tournament. Players must bring their own miniatures.",Players will be taken as time allows,3,,Molinaro L-130,Joel Finkle & David Finkle,Gift Certificate (Metagaming).,,,,,,,,,,,,,,,,,,,,,,
1980,146,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,11:00am Sunday,244,Rungus’s Game,"Floating in timeless space, the gods have done it again!",32,1,,Greenquist D-123,Tom Wham,,,(TSR Hobbies).,,,,,,,,,,,,,,,,,,,,
1980,147,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,11:00am Saturday,,Snit’s Revenge,"Oil A game for the light-hearted by TSR, featuring Snits, Snorgs, Makums, and Runnungitums.",32,5,,Com Arts L-134,Jeff Dee,Trophy (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,148,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,6:00pm Friday,95,Russian Campaign,A tournament of Avalon Hill’s Eastern Front game with seeding by AREA or similar local rating system,32,6,,Greenquist D-lll,Jim Vincent, Gift Certificate (Gameshop).,,,,,,,,,,,,,,,,,,,,,,
1980,149,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,,204,Squad Leader/Crescendo of Doom,,48,6,,,Brian Bullinger,,,,,,,,,,,,,,,,,,,,,,,
1980,150,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,Noon Saturday,091A,Strat-O-Matlc Baseball,Major League Baseball complete with everything but the hot dogs!,8,2,,Greenquist D-lll, Harry Hohman,Gift Certificate (The Armoury).,,,,,,,,,,,,,,,,,,,,,,
1980,151,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,11:00am Sunday,102,The Awful Green Things From Outer Space,"Will the Green Things destroy the mixed crew of Snudalians, Smbalites, Frathms & Redunans and take over the starship Znutar?",12,5,,Molinaro L-109,Jeff Dee,Trophy (TSR Hobbies).,,,,,,,,,,,,,,,,,,,,,,
1980,152,1980,TWO-PLAYER BOARD GAME TOURNAMENTS Please Bring A Copy Of The Game,,141,Snit War,"The latest creation from the mind that brought you Snit’s Revenge and The Awful Green Things. He’s done it again, folks!",8,2,,Greenquist D-117 Corridor,Tom Wham,,,(TSR Hobbies).,,,,,,,,,,,,,,,,,,,,
1980,153,1980,SEMINARS/PANELS/OTHER EVENTS,3:00pm Sunday,253,The AD&D Open and Masters Award Ceremony,See the triumphant adventurers get their just rewards,,,,Greenquist L-101,,,,(TSR Hobbies & Grenadier Models).,,,,,,,,,,,,,,,,,,,,
1980,154,1980,SEMINARS/PANELS/OTHER EVENTS,3:00pm Friday. 083  3:00pm Saturday,"082, 083 ",Auction,An auction makes a convention a convention. All persons wishing to sellgoods should register at least one hour in advance. A service fee of $0.25 per $2.50 of final sale price will be charged. Minimum charge is $0.25.,,,,"Greenquist L-101,",Tom Wham & Bill Fawcett,,,,,,,,,,,,,,,,,,,,,,,
1980,155,1980,SEMINARS/PANELS/OTHER EVENTS,,,The Fourth Annual Best Painted Dragon Competition,"This year the contest is sponsored by The Dragon magazine and Dragontooth Fantasy Figures. To enter you must bring a dragon (any manufacturer) that you yourself have handpainted to Dragon Publishing’s booth, #s 38 & 39, before 10:00am Sunday, August 24. Judging will begin at noon on Sunday. Entrants will receive information on when and where to pick up their dragons when they enter.
",,,,,,"The winner will receive a 24 karat gold-plated trophy, a subscription to The Dragon and full-page color coverage in a future issue of The Dragon. (Dragon Publishing & Dragontooth Miniatures).",,,,,,,,,,,,,,,,,,,,,,
1980,156,1980,SEMINARS/PANELS/OTHER EVENTS,8:00pm Thursday Drinks at 7:00pm,100,Strategist Club Banquet,"The social highlight of the convention, featuring Soup jour, tossed salad, fresh bread, Prime Rib, a special dessert, the Strategist Club Awards, and Woody! Woody? Come and see if you don’t know what I mean.",,,,Main Dining Room,,,$10,(Strategist’s Club). ,,,,,,,,,,,,,,,,,,,,
1980,157,1980,SEMINARS/PANELS/OTHER EVENTS,7:00pm Saturday,240,Introduction to Adventure Gaming,"Hobby Industries of America’s Program Director, Duke Seifried, conducts this definitive seminar for newcomers into the hobby. This seminar will include the premier presentation of the brand new game and figurine line—Knights N Magick! If you’d like to learn what adventure gaming is all about, as well as get the lowdown on a new Heritage product this event is a must!",,,,Greenquist L-103,,,,(Heritage USA),,,,,,,,,,,,,,,,,,,,
1980,158,1980,SEMINARS/PANELS/OTHER EVENTS,5:00pm Friday,218,Ares Subscriber seminar,Jim Dunnigan & Dave Ritchie give this short seminar for current and future readers of SPI’s magazine of Fantasy and Science Fiction,,,,Molinaro L-107,,,,(SPI),,,,,,,,,,,,,,,,,,,,
1980,159,1980,SEMINARS/PANELS/OTHER EVENTS,7:00pm Friday,217,Basic Game Design Techniques,Jim Dunnigan explains methods of game design for gamers as well as designers,,,,Molinaro L-107,,,,(SPI).,,,,,,,,,,,,,,,,,,,,
1980,160,1980,SEMINARS/PANELS/OTHER EVENTS,10:00am Friday,43,Chivalry & Sorcery Panel,Edward E. Simbalist and Wes Ives head up this four hour session on C&S (included will be a question and answer session). ,,,,Molinaro L-107,,,, (Fantasy Games Unlimited).,,,,,,,,,,,,,,,,,,,,
1980,161,1980,SEMINARS/PANELS/OTHER EVENTS,6:00pm Saturday,228,Computers in Fantasy and SF Gaming Workshop,An informal idea exchange session for those interested in applying computers to playing and moderating FRP and SR games.,,,, Molinaro D-107, Bill Herdle,,,,,,,,,,,,,,,,,,,,,,,
1980,162,1980,SEMINARS/PANELS/OTHER EVENTS,1:00pm Friday,97,D&D—Where It’s Been and Where It’s Going,Gary Gygax on D&D; need we say more?,,,,Greenquist L-103,,,,(TSR Hobbies).,,,,,,,,,,,,,,,,,,,,
1980,163,1980,SEMINARS/PANELS/OTHER EVENTS, 2:00pm Saturday,216,Dragonquest Explained,"Dave Ritchie & Eric Goldberg, the designers of this new game by SPI, take a moment to explain it.",,,,Molinaro L-107,,,,"(SPI),",,,,,,,,,,,,,,,,,,,,
1980,164,1980,SEMINARS/PANELS/OTHER EVENTS, 9:00pm Friday,239,Dungeons and Dragons in 3-D,Duke Siefried demonstrates and explains how to expand your dungeons into three dimensions using a variety of products.,,,,Molinaro L-236,,,,(Heritage USA).,,,,,,,,,,,,,,,,,,,,
